title,description,location,City,features,date,price
1BHK FLAT NEAR AIRPORT ROAD SECTOR 127 MOHALI,"1BHK FLAT NEAR AIRPORT ROAD READY TO MOVE GAITED SOCIETY 90% LOAN AVAILABLE 10% DOWN PAYMENT FAMILY ALREADY SHIFTED NEAR MARKET, SCHOOL, HOSPITAL AND MALLS",Punjab,Kharar,1 Bds - 1 Ba - 840 ft2,2022-01-05T17:16:13+0000,1780000
"2BHK FLAT ON HIGHWAY, WITH STORE, FURNISHED FLAT JUST 28LKH",1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY get benefit 2.67 lac in principle,Punjab,Mohali,2 Bds - 2 Ba - 1080 ft2,2022-01-09T17:16:14+0000,2790000
2BHK FLAT NEAR AIRPORT ROAD JUST 22.90LKH,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 880 ft2,2022-01-09T17:16:14+0000,2280000
2bhk flat on kharar landran Road,1BHK STARTING  15.90LKH 2BHK STARTING  22.90LKH 3BHK STARTING  27.90LKH     24.90LKH  2BHK ON GOOD LOCATION SECTOR 127 MOHALI ON ROAD  Easily you can get rent 12k-14k of 2BHK *(100gaz) 10% only Down payment 90% LOAN   After PMAY,Punjab,Kharar,2 Bds - 2 Ba - 1040 ft2,2022-01-05T17:16:13+0000,2590000
SHOP+ROOM AT VERY REASONABLE PRICE..!,AS BUILDERS INTRODUCING NEWLY CONSTRUCTED SHOP FOR SALE..! BANK FINANCE FACILITY AVAILABLE..!  CONTACT- 7_8_3_7_4 _8_0_0_0_4  1 KM FROM WADALA CHOWNK NAKODAR ROAD..!  PRICE 18  LAC  SHOP HIGHLIGHTS-  DIMENSIONS-10.5×25 1 BEDROOM 1 WASHROOM 1 KITCHEN  CALL FOR MORE INFORMATION- 7_8_3_7_4_ 8_0_0_0_4,Punjab,Jalandhar,1 Bds - 1 Ba - 524 ft2,2022-01-05T17:16:12+0000,1800000
2850 FLAT FOR SALE AT BELHEAVEN KOWDIAR,"2850 sqft 3 BHK attached 5 years old beautiful flat for sale at Bhel Heaven Gardens ,Kowdiar. A most expensive prime residential area in the Capital City. One car porch, expecting price 1.95  cr. slightly negotiable.Schools and hospitals are nearby .",Kerala,Thiruvananthapuram,3 Bds - 4 Ba - 2850 ft2,2022-01-09T17:16:13+0000,19500000
95 SQYARDS HOUSE VILLA AT VIDHANSABHA NAGAR DHABAS ROAD,NEAR VAISHALI NAGAR 3 BHK HOUSE AT VIDHANSABHA NAGAR DHABAS ROAD JDA APPROVED LOANABLE WITH THE FACILITIES AVAILABLE NEAR BY.  CONTACT US FOR FURTHER QUERY:-,Rajasthan,Jaipur,3 Bds - 3 Ba - 1750 ft2,2022-01-08T17:16:08+0000,5800000
IN Miyapur  biggest pree launched gated flats in very lowest price,"Dear property seeker, Greetings from urban rise ameenpur, Miyapur We are glad to announce the launch of our New project CODENAME : CENTRAL PARK-an elevated life style ,LIVE LARGE. A premium life style 2&3bhk apartments located in ameenpur,near Miyapur metro station.  Project highlights of code name CENTRAL PARK. 1)10.1 ACERS 2) 7 TOWERS 3) 2&3BHK 4) 12FLOORS 5)1254-1602 square feet unit sizes 6)Rs.58.92 lakhs onwards 7) choices large sundeck apartments 8) grand clubhouse 50,000 square feet with sporting amenities 9) more than 72% open space 10) exquisitely landscaped central court yard  11)10 minutes to Miyapur metro station 12)20 minutes to hitechCity 13)25 minutes to finacial district, Gachibowli APARTMENTS SIZES: 2BHK-1254,1417sq ft 3BHK-1376,1602 sq ft PRISE RANGE: 2BHK-RS.58.92 lakhs onwards 3BHK-RS.64.65 onwards",Telangana,Hyderabad,2 Bds - 2 Ba - 1254 ft2,2022-01-09T17:16:12+0000,5892000
Aluva ksrtc bus route  kunnuvazhi 8cent 2250Sqft,Kunnuvazhi Bus stop 100 Perumbavoor 5km 8cent 2250sqft 4bedroom with attached bathroom Good well water Price 85lakh Price negotiable Loan facilities available For more details call me,Kerala,Aluva,4 Bds - 4 Ba - 2250 ft2,2022-01-05T17:16:10+0000,8500000
Book 2Bhk & 3Bhk @ Manjri KHARADI Road (10 mins Drive to EON IT PARK),"Call for visit **One FIFTY plus Luxurious Township**  Lower Stamp duty & Property tax on Township homes Well connected to Kharadi IT park Biggest Carpet area Lower maintenance Better rental and capital appreciation on township homes Multiple professional sports coaching academies Bus stop, police station, hospital,  fire station within township",Maharashtra,Pune,2 Bds - 2 Ba - 1100 ft2,2022-01-05T17:16:11+0000,6800000
Well maintained 2bhk Flat with negotiable price in Uttam Nagar West,"2BHK flat at 18.5 Lacs on 20 Ft Road at Uttam Nagar, Delhi with Bike Parking 2 BHK Flat  2 Bedrooms 1 Bathrooms 1 Balcony 1 Drawing Hall 1 Modular kitchen 1 Bike parking Loan facility Intercom and automatic locking system Bank loan upto 90% PMAY Subsidy upto 3.5 lacs conditional Just 5 minutes from uttam nagar West metro station or just 800 to 900m  Other Flats are also available in Uttam Nagar 1RK – 6 Lacs to 8 Lacs 1BHK- 12 Lacs to 18 Lacs 2BHK- 17 Lacs to 25 Lacs 3BHK- 28 Lacs to 40 Lacs 4BHK- 44 Lacs to 60 Lacs",Delhi,Delhi,2 Bds - 1 Ba - 550 ft2,2022-01-09T17:16:12+0000,1850000
2 Room Set Very Prime Location Sector-127 Mohali,2BHK Furnished Flat In 19.70Lacs At Near Kharar Bus Stand Mohali  ∆ Cash Back Offers Available For Today Only...  Kharar to Chandigarh Highway Near Nijjar Road Near Airport Road  # 2.67Lacs Cash subsidy benefit  # 90% Loan Facility # 10% Down Payment       SPECIAL FEATURES  * Fall ceiling with LED lighting  * LED panel with lighting * Green Park * Gated Society * R.O + Chimney * High-speed Internet Access * WALLPAPER  * Safe Zone For Kids * Covered Parking  Contact For More Information,Punjab,Kharar,2 Bds - 2 Ba - 989 ft2,2022-01-05T17:16:09+0000,1970000
Affordable 2BHK In 19.80Lacs With Easy Finance At Mohali,2BHK On Road Property In 19.80LAcs With Up To 90% Loan At Kharar  # Rent=EMI # 2.67Lacs Subsidy Benefits  Facilities Available Are  # Double Bed # Modular Kitchen + Ro + Chimney # Gated Society # Under CCTV Cameras  Loan Facility Is Also Available Up to 90%  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 957 ft2,2022-01-09T17:16:12+0000,1980000
Flat for sale in madhyamgram,"FLAT FOR SALE IN MADHYAMGRAM(PRIME LOCATION).STATION,BAZAR,BANK,POST OFFICE,SCHOOL,MUNICIPALITY,POLICE STATION,FIRE BREGADE,HOSPITAL,MADHYAMGRAM CHOWMATHA,PLAY GROUND,JESSORE ROAD,SODEPUR ROAD,BLRO OFFICE WITH IN 200 METERS.AIRPORT 7 KM.IF ANYONE INTERESTED THEN MESSAGE OR CALL ME.THANK YOU ...",West Bengal,Kolkata,2 Bds - 2 Ba - 904 ft2,2021-12-24T06:44:25+0000,2260000
FREEHOLD 2 SIDE OPEN FLAT FOR SALE,"Property configuration-   Artistic design with a modern style are the unique features of this property.   The property is stretched across an area of 400 sq. Ft.   The property comprises of   1. One spacious bedroom 2. One hai/ drawing room 2. One elegant washroom 3. Store room cum bed room 4. One kitchen   Furnishings and features:-   The property is a semi furnished unit and comes with all the basic fittings like light, including all the high-End bathroom fixtures are already installed.   Additional furnishings - Spacious wardrobe  This is a beautifully designed, well-Lit and breezy apartment and comes with a lot of features.   Additional features   1. High ceiling height 2. Water storage 3. Park 4. Recently renovated (2017) 5. Natural light 6. Airy rooms   Locality:-   The property enjoys a favorable location as it easily connects to the other parts of the city.   Facilities like banks and ATM along with several schools, colleges, hospitals, vegetable shops and grocery shops are in close vicinity.   Key highlights of the locality   1. Main road 250 meters 2. Jahangir puri metro station 500 meters 3. Landmark - Mahendra park police station 4. Fortis and max hospital - 2-3 kilometers   This is a great property in an amazing location.",Delhi,Delhi,1 Bds - 1 Ba - 400 ft2,2021-12-04T09:15:57+0000,2500000
3BHK Boulder Floor with Lift and covered parking ( No Brokarage),Professional Architect,Haryana,Faridabad,3 Bds - 3 Ba - 1800 ft2,2021-12-17T09:47:00+0000,6000000
Big Size 2BHK Fully Furnished In 23.90Lacs At Kharar Mohali,2BHK Flat For Sale 23.90 Lacs At Near 200ft. Road in Gated Society Mohali  * Ready To Move * Fully Furnished * Gated Society * CCTV Camera Protection  * NO COMPROMISE TO CONSTRUCTION QUALITY *  * Best Quality Used All Construction Material  # Loan 90% Facility # Down Payment 10% # Booking Amount 21000 # 2.67Lacs Cash Subsidy Benefit Pmay  Contact Direct Builder,Punjab,Mohali,2 Bds - 2 Ba - 987 ft2,2022-01-05T17:16:10+0000,2390000
"3BHK FLAT, READY TO MOVE FLAT, SEMI FURNISHED NEAR SECTOR 4 GURGAON,",TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 52 Lakh   JAGUAR FITTING ALMIRAH WIRING KEI MODULAR KITCHEN WITH CHIMNEY SEMI FURNISHED  LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 3 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5200000
3bhk flat~super location semi furnished flat & modular kitchen Gurgaon,TANISHQ BUILDERS DEVELOPERS READY TO MOVE FLAT  3BHK FLAT - 58 Lakh   LOAN AVAILABLE 80% REGISTRY APPROVED AREA COVERED CAR PARKING ROOF RIGHT SECURITY GUARD BOTH WATER SUPPLY,Haryana,Gurgaon,3 Bds - 2 Ba - 1200 ft2,2022-01-09T17:16:11+0000,5800000
2Bhk Ready To Move Fully Furnished + Store Gated Society,"Spacial Saturday Sunday OFFERS  Book your dream home in Just paying 31000/-   2bhk READY TO MOVE WITH FULLY FURNISHED FLATS SEC-115, NEAR BY CHANDIGARH TO KHARAR ROAD JUST IN 28.90LAC  *CHIMNEY *MODULAR KITCHEN *Cupboard in all rooms with best material *R.O *AC FETING *LED TV *WALL PAPER *BED BOX *SOFA *LED LIGHTS *Free Car Parking *Branded Bath Fittings  2.67lacs subsidy under PARDHAN MANTRI AWASS YOJNA  10% Down Payment AND 90% Loan Facility  *Near by V.R punjab Mall, school, College,  hospital, Gym, busstand etc.Read Less",Punjab,Kharar,2 Bds - 2 Ba - 950 ft2,2022-01-05T17:16:09+0000,2890000
घर बनाना हुआ आसान 2BHK STARTING IN 19.80LACS WITH LOAN FACILITIES,Loan Available 90% To 100%  for all leading Banks  2BHK Fully Furnished Flat Just 19.80Lacs On Kharar Chandigarh Highway Of  Mohali  * RENT= EMI * 2.6Lacs Subsidy Benefit  * Ready to move * Furnished  * Gated Society * CCTV Camera Protection  Facilities available:-  ∆. Modular Kitchen + Ro + Chimney. ∆. Led Lights + Led Panels. ∆. Wall Ceiling ∆. Near Possession apartments. ∆. 1000+ Families living here. ∆. Boundary wall. ∆. Safe zone for kids. ∆. Shopping Complex. ∆. Eco Friendly Environment. ∆. Security Guard Services is also Available. ∆. Work out for elders. ∆. High-speed internet access. ∆. Covered parking ∆. Many More Benefits  Contact Direct Builder,Punjab,Kharar,2 Bds - 2 Ba - 985 ft2,2022-01-09T17:16:11+0000,1980000
4BHK || 400 Sq. Yard Apartment for Sale in Fragnance,4BHK || 400 Sq. Yard Apartment available for Sale in Fragnance  Possession by end of this Year  Basic Price: - 1.16 Crore  No Brokerage & Zero Percentage Brokerage Charges applicable.  Call for Site Visit,Gujarat,Ahmedabad,4 Bds - 4 Ba - 3600 ft2,2022-01-05T17:16:08+0000,11600000
Live life like king in flat,We are developing a tower on heritage property model where each and every things will be designed in heritage theme,Uttar Pradesh,Greater Noida,1 Bds - 1 Ba - 650 ft2,2022-01-09T17:15:45+0000,1700000
FLAT FOR SALE,1 BHK with 710,Maharashtra,Thane,1 Bds - 1 Ba - 710 ft2,2022-01-09T17:13:18+0000,2650000
Live life like king size flat,We are developing heritage model tower where you will fell living in heritage property It's balcony elevation design are looking like palace,Uttar Pradesh,Greater Noida,2 Bds - 2 Ba - 950 ft2,2022-01-09T17:13:11+0000,2600000
3BHK 1.5 STORY KOTHI AVAILABLE FOR SALE,Available in Khanna colony Good location Neat and clean kothi 7-8 Years old Reasonable price Contact us for more information-            ~SIDHWAN PROPERTY ADVISOR~                                     the Reliable Agents-,Punjab,Ludhiana,3 Bds - 2 Ba - 1125 ft2,2022-01-09T17:12:53+0000,4500000
70 Gaj 3-Bhk Semi-Duplex At Govindpura,* 70 Gaj Semi-Duplex At Govindpura * 80% loanable * 2.67 lac gov.subsidy also available * 500 m from kalwar road * 3 bedroom * Modular Kitchen * Wardrobes * Vaastu friendly * Royal Play Paint * Car Parking * All electric fittings done  For more information contact us,Rajasthan,Jaipur,3 Bds - 2 Ba - 1050 ft2,2022-01-09T17:12:51+0000,2821000
Haveli bangloes,Arajant cell karavanu chhe. Pllzzz,Gujarat,Sidhpur,4+ Bds - 4 Ba - 400 ft2,2022-01-09T17:12:17+0000,9500000
"Vellayani 4 cent, 1750 sqft, 3 room attached, Red bricks, teak wood",2.5 km from Vellayani jn NH  1 km from Vellayani temple  250 mtr from main road bus stop  Residancy area  4 cent  1750 sqft  3 room attached bath  Red bricks  Teak wood  2 Hall  Dining room  Open kitchen  Used all branded material  Open kitchen  Pipe connection  2 big car parking space  Tar road side  Lorry site,Kerala,Thiruvananthapuram,3 Bds - 3 Ba - 1750 ft2,2022-01-09T17:11:38+0000,6200000
4BHK Bungalow,"Bungalow with personal garden and splash pool ,POP and curtains installed",Gujarat,Vadodara,4 Bds - 4 Ba - 2600 ft2,2021-12-30T03:12:03+0000,14000000
"145 sq yard, 3 BHK Villa available for sale at jagatpura, Jaipur.","JDA Approved, 3BHK luxury Residential villa, house, bungalow of very good size which is perfect for your dream home with a great view which you will love to see due to its quality is available for sale at JAGATPURA, JAIPUR. It is loanable from all government and private banks. 145 square yard which is very good size is the total plot area of the villa dimensionally covering 20 by 65 as front and depth. It is located at F-BLOCK, AIRPORT ENCLAVE near 7 NO. BUS STAND. It has a super built up area of 2610 square feet and consists of 2 floors (Ground & 1st) with 3 bedrooms, 3 washrooms, 2 balconies, separate garden and terrace and a covered car parking. It has vaastu friendly WEST facing. In-house furnishings of the villa includes Modular kitchen with chimney, exhaust fan, wooden work, complete electrical as well as sanitary fittings, fall ceiling etc. The JDA Approved villa is newly constructed and the interior of the house is very good as it is designed by experts. The nearby locality of the house is has the availability of all the necessary essentials with landscaped parks, temples, utility shops, developed roads, etc.   Ready to shift luxury independent house, bungalows, and duplex villa is available for sale and purchase at all posh, premium locations of Jaipur.  We have option for newly constructed beautiful ultra-luxury bungalows, independent houses, and duplex villas in gated colonies of Malviya Nagar, jln marg Jaipur. We have ready to shift independent duplex villas, house, bungalows, available under 50 lac budget in Jagatpura, Jaipur. The independent duplex villa, house, bungalows, is available for sale, purchase with garden, park facing in gated colony of Jaipur. Newly constructed fully furnished bungalows, independent house, duplex villa available for sale by top real estate agent, property dealer, and property broker in Jaipur. We have JDA approved newly constructed Bungalows, duplex villas, independent house available at very reasonable price in all areas of jaipur. Build you dream home, Bungalow, villa, independent house at posh & very prime locations of Jaipur in JDA approved colony. Crossworld Properties provide bank loanable, JDA patta, newly constructed duplex villa, house, bungalows for purchase and sale in gated township of Jaipur. We are top exclusive real estate broker, agent for luxury bungalow, duplex villa and independent house, home in Jaipur. For duplex villas, luxurious bungalows and independent house, we are most reliable trusted property agent, real estate broker at Malviya Nagar jln marg, Jagatpura. We are top and most trusted property broker or real estate agent or property dealer for newly construed 3BHK, 4BHK, 5BHK Villas, bungalows, independent house, home at Malviya Nagar, Jagatpura, and JLN Marg. Our real estate firm, brokerage firm is providing furnished, semi furnished, unfurnished luxurious bungalows, independent house, home, duplex villa in gated colony or township in Jaipur.  You can Compare, search residential houses, home, bungalows, double story villas on crossworld properties dealer, real estate broker website worldwide.    Crossworld properties is top online brokerage firm or real estate broker and sale all residential houses, villas in Jaipur.  Crossworld Properties is ISO certified and RERA Registered company If you are finding real estate agent then we are one of the top and best real estate company, realtor, consultant, agent, online property broker, dealer, brokerage firm in Jaipur for land, plots, bungalow, independent house, villa, flats, multistory apartments, commercial office, shop, building, commercial land etc.  We have several years of experience in real estate industry that made us capable to provide good deal for our customers who give them good return on their investment and the buyers get them at a low price then market price so that they always feel satisfied.  We provide investment solutions to foreign, national investors & developers interested in real estate sector primarily townships & group housing, it & commercial, hospitality & leisure, retail.",Rajasthan,Jaipur,3 Bds - 3 Ba - 2610 ft2,2022-01-01T06:20:52+0000,8000000
2 Bedroom अपनी छत्त अपना मकान @ 16lac | Noida Ext | 80% लोन,"गेटेड सोसाइटी   बिजली मीटर  पक्की सड़के   100+ Families Living already    Independent House with 2 bedroom 1 kitchen, 1 washroom, Bike Parking 85% Loan Available  Plots also Available   1km from Wave City",Uttar Pradesh,Ghaziabad,2 Bds - 1 Ba - 640 ft2,2021-11-15T06:50:09+0000,1650000
